"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"140742589761589248","","","","","2011-11-27 10:43:42 +0000","<a href=""https://embr.in"" rel=""nofollow"">embr</a>","touch"
"140742372999966721","","","","","2011-11-27 10:42:51 +0000","<a href=""https://embr.in"" rel=""nofollow"">embr</a>","??????????????.???"
"140739945705902080","","","","","2011-11-27 10:33:12 +0000","<a href=""https://embr.in"" rel=""nofollow"">embr</a>","?""?""? RT @FlyFishcyx: ?233 RT @dearemon: ?233RT @deardawn: ?????????s?...????"
"140739794283139073","","","140739388538761216","126581934","2011-11-27 10:32:36 +0000","<a href=""https://embr.in"" rel=""nofollow"">embr</a>","RT @dearemon: ??...??RT @wangzhongxia: ????? ??RT @dearemon: ?RT @Stonexy: ??????????????"
"140738568095145984","","","","","2011-11-27 10:27:44 +0000","<a href=""https://embr.in"" rel=""nofollow"">embr</a>","cannot find the command 'test' RT @missdeerme: ?core dump RT @FlyFishcyx terminated RT @flishqq:  error RT @Adalianll: ??test????fail"
"140735419317878784","","","","","2011-11-27 10:15:13 +0000","<a href=""https://embr.in"" rel=""nofollow"">embr</a>","???? RT @o_0Il: ??????@Solair_: ???????????????"
"140677413444136961","","","","","2011-11-27 06:24:43 +0000","<a href=""https://embr.in"" rel=""nofollow"">embr</a>","????... RT @AshleyKit: ??TM??????????"
"140662535136346112","","","","","2011-11-27 05:25:36 +0000","<a href=""https://embr.in"" rel=""nofollow"">embr</a>","??96KB?? 3D????!.... http://t.co/6Xu17LDt","http://dl.dbank.com/c03ou0tbiz"
"140433721663819776","","","","","2011-11-26 14:16:23 +0000","<a href=""https://embr.in"" rel=""nofollow"">embr</a>","??,????.. RT @gfxmode: ?http://t.co/seFIrypw @GoogolMo ?????","http://picplz.com/Z0H7"
"140424259720843265","140422805681471490","50337592","","","2011-11-26 13:38:47 +0000","<a href=""https://embr.in"" rel=""nofollow"">embr</a>","@ImmaFrady ????http://t.co/FMZyV3Du 91.225.136.126:1887 //153???","http://UsenetNL.biz"
